Datetime;Fuss_IN;Fuss_OUT;Velo_IN;Velo_OUT;Pferd_IN;Perd_OUT
2017092805;0.000;0.000;0.000;0.000;0.000;0.000
2017092806;0.000;0.000;0.000;0.000;0.000;0.000
2017092807;0.000;0.000;0.000;0.000;0.000;0.000
2017092808;0.000;0.000;0.000;0.000;0.000;0.000
2017092809;0.000;0.000;1.000;0.000;0.000;0.000
2017092810;0.000;0.000;0.000;1.000;0.000;0.000
2017092811;4.000;1.000;0.000;0.000;0.000;0.000
2017092812;1.000;1.000;0.000;0.000;0.000;0.000
2017092813;0.000;2.000;1.000;0.000;0.000;0.000
2017092814;1.000;1.000;1.000;2.000;0.000;0.000
2017092815;2.000;0.000;1.000;0.000;2.000;2.000
2017092816;0.000;0.000;2.000;0.000;0.000;0.000
2017092817;0.000;0.000;0.000;0.000;0.000;0.000
2017092818;0.000;1.000;1.000;0.000;0.000;0.000
2017092819;0.000;0.000;0.000;0.000;0.000;0.000
2017092820;0.000;0.000;0.000;0.000;0.000;0.000
2017092821;0.000;0.000;0.000;0.000;0.000;0.000
2017092822;0.000;0.000;0.000;0.000;0.000;0.000
2017092823;0.000;0.000;0.000;0.000;0.000;0.000
2017092900;0.000;0.000;0.000;0.000;0.000;0.000
2017092901;0.000;0.000;0.000;0.000;0.000;0.000
2017092902;0.000;0.000;0.000;0.000;0.000;0.000
2017092903;0.000;0.000;0.000;0.000;0.000;0.000
2017092904;0.000;0.000;0.000;0.000;0.000;0.000
2017092905;1.000;0.000;0.000;0.000;0.000;0.000
2017092906;0.000;0.000;0.000;0.000;0.000;0.000
2017092907;0.000;0.000;0.000;0.000;0.000;0.000
2017092908;2.000;0.000;0.000;0.000;0.000;0.000
2017092909;1.000;0.000;0.000;0.000;0.000;0.000
2017092910;1.000;3.000;0.000;3.000;0.000;0.000
2017092911;0.000;0.000;0.000;0.000;0.000;0.000
2017092912;3.000;0.000;0.000;0.000;0.000;0.000
2017092913;0.000;1.000;0.000;0.000;0.000;0.000
2017092914;0.000;2.000;0.000;1.000;0.000;0.000
2017092915;1.000;2.000;1.000;0.000;0.000;0.000
2017092916;1.000;1.000;1.000;0.000;0.000;0.000
2017092917;0.000;0.000;1.000;0.000;0.000;0.000
2017092918;0.000;0.000;3.000;1.000;0.000;0.000
2017092919;0.000;0.000;0.000;0.000;0.000;0.000
2017092920;0.000;0.000;0.000;0.000;0.000;0.000
2017092921;0.000;0.000;0.000;0.000;0.000;0.000
2017092922;0.000;0.000;0.000;0.000;0.000;0.000
2017092923;0.000;0.000;0.000;0.000;0.000;0.000
2017093000;0.000;0.000;0.000;0.000;0.000;0.000
2017093001;0.000;0.000;0.000;0.000;0.000;0.000
2017093002;0.000;0.000;0.000;0.000;0.000;0.000
2017093003;0.000;0.000;0.000;0.000;0.000;0.000
2017093004;0.000;0.000;0.000;0.000;0.000;0.000
2017093005;0.000;0.000;0.000;0.000;0.000;0.000
2017093006;0.000;0.000;0.000;0.000;0.000;0.000
2017093007;0.000;0.000;0.000;0.000;0.000;0.000
2017093008;2.000;0.000;0.000;0.000;0.000;0.000
2017093009;3.000;0.000;1.000;1.000;0.000;0.000
2017093010;4.000;2.000;5.000;1.000;0.000;0.000
2017093011;5.000;3.000;2.000;2.000;0.000;0.000
2017093012;4.000;2.000;1.000;0.000;0.000;0.000
2017093013;3.000;2.000;2.000;2.000;0.000;0.000
2017093014;7.000;3.000;0.000;5.000;0.000;0.000
2017093015;5.000;10.000;4.000;2.000;0.000;0.000
2017093016;1.000;1.000;0.000;0.000;0.000;0.000
2017093017;1.000;1.000;0.000;0.000;0.000;0.000
2017093018;0.000;0.000;0.000;0.000;0.000;0.000
2017093019;0.000;0.000;0.000;0.000;0.000;0.000
2017093020;0.000;0.000;0.000;0.000;0.000;0.000
2017093021;0.000;0.000;0.000;0.000;0.000;0.000
2017093022;0.000;0.000;0.000;0.000;0.000;0.000
2017093023;0.000;0.000;0.000;0.000;0.000;0.000
2017100100;0.000;0.000;0.000;0.000;0.000;0.000
2017100101;0.000;0.000;0.000;0.000;0.000;0.000
2017100102;0.000;0.000;0.000;0.000;0.000;0.000
2017100103;0.000;0.000;0.000;0.000;0.000;0.000
2017100104;0.000;0.000;0.000;0.000;0.000;0.000
2017100105;0.000;0.000;0.000;0.000;0.000;0.000
2017100106;0.000;0.000;0.000;0.000;0.000;0.000
2017100107;1.000;0.000;0.000;0.000;0.000;0.000
2017100108;1.000;0.000;0.000;0.000;0.000;0.000
2017100109;2.000;0.000;0.000;0.000;0.000;0.000
2017100110;2.000;2.000;1.000;0.000;0.000;0.000
2017100111;10.000;1.000;2.000;0.000;0.000;0.000
2017100112;11.000;3.000;0.000;1.000;0.000;0.000
2017100113;9.000;9.000;2.000;7.000;0.000;0.000
2017100114;14.000;6.000;4.000;1.000;0.000;2.000
2017100115;2.000;13.000;2.000;2.000;0.000;0.000
2017100116;4.000;8.000;0.000;3.000;0.000;0.000
2017100117;1.000;2.000;2.000;0.000;0.000;0.000
2017100118;0.000;2.000;0.000;0.000;0.000;0.000
2017100119;0.000;0.000;0.000;0.000;0.000;0.000
2017100120;0.000;0.000;0.000;0.000;0.000;0.000
2017100121;0.000;0.000;0.000;0.000;0.000;0.000
2017100122;0.000;0.000;0.000;0.000;0.000;0.000
2017100123;0.000;0.000;0.000;0.000;0.000;0.000
2017100200;0.000;0.000;0.000;0.000;0.000;0.000
2017100201;0.000;0.000;0.000;0.000;0.000;0.000
2017100202;0.000;0.000;0.000;0.000;0.000;0.000
2017100203;0.000;0.000;0.000;0.000;0.000;0.000
2017100204;0.000;0.000;0.000;0.000;0.000;0.000
2017100205;0.000;0.000;0.000;0.000;0.000;0.000
2017100206;0.000;0.000;0.000;0.000;0.000;0.000
2017100207;0.000;0.000;0.000;0.000;0.000;0.000
2017100208;0.000;0.000;0.000;0.000;0.000;0.000
2017100209;0.000;0.000;0.000;0.000;0.000;0.000
2017100210;2.000;2.000;0.000;0.000;0.000;0.000
2017100211;3.000;0.000;1.000;1.000;0.000;0.000
2017100212;0.000;3.000;0.000;1.000;0.000;0.000
2017100213;0.000;0.000;0.000;0.000;0.000;0.000
2017100214;0.000;0.000;0.000;0.000;0.000;0.000
2017100215;0.000;0.000;1.000;0.000;0.000;0.000
2017100216;0.000;0.000;1.000;0.000;0.000;0.000
2017100217;0.000;0.000;0.000;0.000;0.000;0.000
2017100218;0.000;0.000;0.000;0.000;0.000;0.000
2017100219;0.000;0.000;0.000;0.000;0.000;0.000
2017100220;0.000;0.000;0.000;0.000;0.000;0.000
2017100221;0.000;0.000;0.000;0.000;0.000;0.000
2017100222;0.000;0.000;0.000;0.000;0.000;0.000
2017100223;0.000;0.000;0.000;0.000;0.000;0.000
2017100300;0.000;0.000;0.000;0.000;0.000;0.000
2017100301;0.000;0.000;0.000;0.000;0.000;0.000
2017100302;0.000;0.000;0.000;0.000;0.000;0.000
2017100303;0.000;0.000;0.000;0.000;0.000;0.000
2017100304;0.000;0.000;0.000;0.000;0.000;0.000
2017100305;0.000;0.000;0.000;0.000;0.000;0.000
2017100306;0.000;0.000;0.000;0.000;0.000;0.000
2017100307;0.000;0.000;0.000;0.000;0.000;0.000
2017100308;1.000;0.000;0.000;0.000;0.000;0.000
2017100309;2.000;0.000;0.000;0.000;0.000;0.000
2017100310;0.000;0.000;0.000;0.000;0.000;0.000
2017100311;0.000;0.000;0.000;0.000;0.000;0.000
2017100312;2.000;1.000;0.000;0.000;0.000;0.000
2017100313;0.000;0.000;2.000;1.000;0.000;0.000
2017100314;0.000;0.000;0.000;0.000;0.000;0.000
2017100315;1.000;0.000;0.000;0.000;0.000;0.000
2017100316;0.000;1.000;0.000;0.000;0.000;0.000
2017100317;0.000;0.000;0.000;0.000;0.000;0.000
2017100318;0.000;1.000;0.000;0.000;0.000;0.000
2017100319;0.000;0.000;0.000;0.000;0.000;0.000
2017100320;0.000;0.000;0.000;0.000;0.000;0.000
2017100321;0.000;0.000;0.000;0.000;0.000;0.000
2017100322;0.000;0.000;0.000;0.000;0.000;0.000
2017100323;0.000;0.000;0.000;0.000;0.000;0.000
2017100400;0.000;0.000;0.000;0.000;0.000;0.000
2017100401;0.000;0.000;0.000;0.000;0.000;0.000
2017100402;0.000;0.000;0.000;0.000;0.000;0.000
2017100403;0.000;0.000;0.000;0.000;0.000;0.000
2017100404;0.000;0.000;0.000;0.000;0.000;0.000
2017100405;0.000;0.000;0.000;0.000;0.000;0.000
2017100406;0.000;0.000;0.000;0.000;0.000;0.000
2017100407;0.000;0.000;0.000;0.000;0.000;0.000
2017100408;0.000;0.000;0.000;0.000;0.000;0.000
2017100409;1.000;1.000;0.000;0.000;0.000;0.000
2017100410;1.000;0.000;0.000;0.000;0.000;0.000
2017100411;0.000;0.000;0.000;0.000;0.000;0.000
2017100412;0.000;1.000;0.000;0.000;0.000;0.000
2017100413;4.000;3.000;2.000;0.000;0.000;0.000
2017100414;0.000;2.000;0.000;0.000;0.000;0.000
2017100415;2.000;0.000;0.000;0.000;0.000;0.000
2017100416;1.000;1.000;0.000;0.000;0.000;0.000
2017100417;0.000;0.000;1.000;1.000;0.000;0.000
2017100418;1.000;0.000;1.000;0.000;0.000;0.000
2017100419;0.000;0.000;2.000;0.000;0.000;0.000
2017100420;0.000;0.000;0.000;0.000;0.000;0.000
2017100421;0.000;0.000;0.000;0.000;0.000;0.000
2017100422;0.000;0.000;0.000;0.000;0.000;0.000
2017100423;0.000;0.000;0.000;0.000;0.000;0.000
2017100500;0.000;0.000;0.000;0.000;0.000;0.000
2017100501;0.000;0.000;0.000;0.000;0.000;0.000
2017100502;0.000;0.000;0.000;0.000;0.000;0.000
2017100503;0.000;0.000;0.000;0.000;0.000;0.000
2017100504;0.000;0.000;0.000;0.000;0.000;0.000
2017100505;0.000;0.000;0.000;0.000;0.000;0.000
2017100506;0.000;0.000;0.000;0.000;0.000;0.000
2017100507;0.000;0.000;0.000;0.000;0.000;0.000
2017100508;1.000;0.000;0.000;0.000;0.000;0.000
2017100509;1.000;0.000;1.000;0.000;0.000;0.000
2017100510;0.000;2.000;0.000;0.000;0.000;0.000
2017100511;3.000;0.000;0.000;0.000;0.000;0.000
2017100512;2.000;1.000;3.000;0.000;0.000;0.000
2017100513;3.000;3.000;1.000;1.000;0.000;0.000
2017100514;0.000;2.000;0.000;4.000;0.000;0.000
2017100515;0.000;2.000;0.000;1.000;0.000;0.000
2017100516;2.000;1.000;1.000;0.000;0.000;0.000
2017100517;1.000;1.000;0.000;0.000;0.000;0.000
2017100518;0.000;0.000;1.000;1.000;0.000;0.000
2017100519;0.000;1.000;0.000;0.000;0.000;0.000
2017100520;0.000;0.000;0.000;0.000;0.000;0.000
2017100521;0.000;1.000;0.000;0.000;0.000;0.000
2017100522;0.000;0.000;0.000;0.000;0.000;0.000
2017100523;0.000;0.000;0.000;0.000;0.000;0.000
2017100600;0.000;0.000;0.000;0.000;0.000;0.000
2017100601;0.000;0.000;0.000;0.000;0.000;0.000
2017100602;0.000;0.000;0.000;0.000;0.000;0.000
2017100603;0.000;0.000;0.000;0.000;0.000;0.000
2017100604;0.000;0.000;0.000;0.000;0.000;0.000
2017100605;0.000;0.000;0.000;0.000;0.000;0.000
2017100606;0.000;0.000;0.000;0.000;0.000;0.000
2017100607;0.000;0.000;0.000;0.000;0.000;0.000
2017100608;2.000;0.000;0.000;0.000;0.000;0.000
2017100609;0.000;0.000;2.000;0.000;0.000;0.000
2017100610;7.000;5.000;0.000;0.000;2.000;7.000
2017100611;2.000;1.000;0.000;0.000;0.000;0.000
2017100612;1.000;0.000;1.000;0.000;0.000;0.000
2017100613;1.000;0.000;0.000;0.000;0.000;0.000
2017100614;0.000;0.000;0.000;0.000;0.000;0.000
2017100615;0.000;1.000;0.000;0.000;0.000;0.000
2017100616;0.000;0.000;0.000;0.000;0.000;0.000
2017100617;0.000;0.000;1.000;1.000;0.000;0.000
2017100618;0.000;0.000;0.000;1.000;0.000;0.000
2017100619;0.000;0.000;0.000;1.000;0.000;0.000
2017100620;0.000;0.000;0.000;0.000;0.000;0.000
2017100621;0.000;0.000;0.000;0.000;0.000;0.000
2017100622;0.000;0.000;0.000;0.000;0.000;0.000
2017100623;0.000;0.000;0.000;0.000;0.000;0.000
2017100700;0.000;0.000;0.000;0.000;0.000;0.000
2017100701;0.000;0.000;0.000;0.000;0.000;0.000
2017100702;0.000;0.000;0.000;0.000;0.000;0.000
2017100703;0.000;0.000;0.000;0.000;0.000;0.000
2017100704;0.000;0.000;0.000;0.000;0.000;0.000
2017100705;0.000;0.000;0.000;0.000;0.000;0.000
2017100706;0.000;0.000;0.000;0.000;0.000;0.000
2017100707;2.000;0.000;0.000;0.000;0.000;0.000
2017100708;1.000;0.000;0.000;0.000;0.000;0.000
2017100709;2.000;1.000;1.000;0.000;0.000;0.000
2017100710;16.000;1.000;0.000;0.000;0.000;0.000
2017100711;3.000;0.000;1.000;0.000;0.000;0.000
2017100712;6.000;1.000;2.000;1.000;0.000;0.000
2017100713;3.000;2.000;3.000;0.000;0.000;0.000
2017100714;2.000;3.000;1.000;1.000;0.000;0.000
2017100715;10.000;11.000;2.000;1.000;0.000;0.000
2017100716;3.000;5.000;0.000;0.000;0.000;0.000
2017100717;2.000;10.000;2.000;0.000;0.000;0.000
2017100718;0.000;0.000;0.000;1.000;0.000;0.000
2017100719;0.000;0.000;0.000;0.000;0.000;0.000
2017100720;0.000;0.000;0.000;0.000;0.000;0.000
2017100721;0.000;0.000;0.000;0.000;0.000;0.000
2017100722;0.000;0.000;0.000;0.000;0.000;0.000
2017100723;0.000;0.000;0.000;0.000;0.000;0.000
2017100800;0.000;0.000;0.000;0.000;0.000;0.000
2017100801;0.000;0.000;0.000;0.000;0.000;0.000
2017100802;0.000;0.000;0.000;0.000;0.000;0.000
2017100803;0.000;0.000;0.000;0.000;0.000;0.000
2017100804;0.000;0.000;0.000;0.000;0.000;0.000
2017100805;0.000;0.000;0.000;0.000;0.000;0.000
2017100806;0.000;0.000;0.000;0.000;0.000;0.000
2017100807;2.000;0.000;0.000;0.000;0.000;0.000
2017100808;2.000;0.000;0.000;0.000;0.000;0.000
2017100809;2.000;0.000;0.000;0.000;0.000;0.000
2017100810;0.000;1.000;0.000;5.000;0.000;0.000
2017100811;6.000;3.000;0.000;0.000;0.000;0.000
2017100812;2.000;3.000;0.000;0.000;0.000;0.000
2017100813;5.000;0.000;0.000;1.000;0.000;0.000
2017100814;3.000;1.000;1.000;3.000;0.000;0.000
2017100815;1.000;3.000;0.000;0.000;0.000;0.000
2017100816;0.000;0.000;1.000;3.000;0.000;0.000
2017100817;0.000;1.000;0.000;5.000;0.000;0.000
2017100818;0.000;0.000;0.000;0.000;0.000;0.000
2017100819;0.000;0.000;0.000;0.000;0.000;0.000
2017100820;0.000;0.000;0.000;0.000;0.000;0.000
2017100821;0.000;0.000;0.000;0.000;0.000;0.000
2017100822;0.000;0.000;0.000;0.000;0.000;0.000
2017100823;0.000;0.000;0.000;0.000;0.000;0.000
2017100900;0.000;0.000;0.000;0.000;0.000;0.000
2017100901;0.000;0.000;0.000;0.000;0.000;0.000
2017100902;0.000;0.000;0.000;0.000;0.000;0.000
2017100903;0.000;0.000;0.000;0.000;0.000;0.000
2017100904;0.000;0.000;0.000;0.000;0.000;0.000
2017100905;0.000;0.000;0.000;0.000;0.000;0.000
2017100906;0.000;0.000;0.000;0.000;0.000;0.000
2017100907;0.000;0.000;0.000;0.000;0.000;0.000
2017100908;0.000;0.000;0.000;0.000;0.000;0.000
2017100909;0.000;0.000;0.000;0.000;0.000;0.000
2017100910;0.000;0.000;0.000;0.000;0.000;0.000
2017100911;0.000;2.000;0.000;0.000;0.000;0.000
2017100912;1.000;0.000;0.000;0.000;0.000;0.000
2017100913;1.000;0.000;0.000;0.000;0.000;0.000
2017100914;1.000;0.000;0.000;0.000;0.000;0.000
2017100915;0.000;2.000;0.000;0.000;0.000;0.000
2017100916;0.000;2.000;1.000;1.000;0.000;0.000
2017100917;1.000;0.000;0.000;0.000;0.000;0.000
2017100918;0.000;0.000;0.000;0.000;0.000;0.000
2017100919;0.000;0.000;0.000;0.000;0.000;0.000
2017100920;0.000;0.000;0.000;0.000;0.000;0.000
2017100921;0.000;0.000;0.000;0.000;0.000;0.000
2017100922;0.000;0.000;0.000;0.000;0.000;0.000
2017100923;0.000;0.000;0.000;0.000;0.000;0.000
2017101000;0.000;0.000;0.000;0.000;0.000;0.000
2017101001;0.000;0.000;0.000;0.000;0.000;0.000
2017101002;0.000;0.000;0.000;0.000;0.000;0.000
2017101003;0.000;0.000;0.000;0.000;0.000;0.000
2017101004;0.000;0.000;0.000;0.000;0.000;0.000
2017101005;0.000;0.000;0.000;0.000;0.000;0.000
2017101006;0.000;0.000;0.000;0.000;0.000;0.000
2017101007;0.000;0.000;1.000;0.000;0.000;0.000
2017101008;4.000;0.000;0.000;0.000;0.000;0.000
2017101009;3.000;1.000;0.000;0.000;0.000;0.000
2017101010;2.000;0.000;0.000;0.000;0.000;0.000
2017101011;1.000;0.000;1.000;1.000;0.000;0.000
2017101012;0.000;0.000;0.000;0.000;0.000;0.000
2017101013;1.000;1.000;0.000;0.000;0.000;0.000
2017101014;0.000;0.000;0.000;0.000;0.000;0.000
2017101015;2.000;0.000;0.000;1.000;0.000;0.000
2017101016;0.000;0.000;1.000;1.000;0.000;0.000
2017101017;0.000;1.000;0.000;0.000;0.000;0.000
2017101018;2.000;0.000;5.000;0.000;0.000;0.000
2017101019;0.000;0.000;0.000;0.000;0.000;0.000
2017101020;0.000;0.000;0.000;0.000;0.000;0.000
2017101021;0.000;0.000;0.000;0.000;0.000;0.000
2017101022;0.000;0.000;0.000;0.000;0.000;0.000
2017101023;0.000;0.000;0.000;0.000;0.000;0.000
2017101100;0.000;0.000;0.000;0.000;0.000;0.000
2017101101;0.000;0.000;0.000;0.000;0.000;0.000
2017101102;0.000;0.000;0.000;0.000;0.000;0.000
2017101103;0.000;0.000;0.000;0.000;0.000;0.000
2017101104;0.000;0.000;0.000;0.000;0.000;0.000
2017101105;0.000;0.000;0.000;0.000;0.000;0.000
2017101106;0.000;0.000;0.000;0.000;0.000;0.000
2017101107;0.000;0.000;0.000;0.000;0.000;0.000
2017101108;3.000;0.000;0.000;0.000;0.000;0.000
2017101109;0.000;0.000;0.000;0.000;0.000;0.000
2017101110;5.000;0.000;2.000;1.000;0.000;0.000
2017101111;1.000;2.000;2.000;1.000;0.000;0.000
2017101112;1.000;0.000;0.000;0.000;0.000;0.000
2017101113;0.000;1.000;1.000;0.000;0.000;0.000
2017101114;1.000;3.000;3.000;1.000;0.000;0.000
2017101115;0.000;6.000;0.000;0.000;0.000;0.000
2017101116;0.000;1.000;1.000;1.000;0.000;0.000
2017101117;0.000;0.000;1.000;0.000;0.000;0.000
2017101118;0.000;0.000;0.000;0.000;0.000;0.000
2017101119;0.000;0.000;0.000;0.000;0.000;0.000
2017101120;0.000;0.000;0.000;0.000;0.000;0.000
2017101121;0.000;0.000;0.000;0.000;0.000;0.000
2017101122;0.000;0.000;0.000;0.000;0.000;0.000
2017101123;0.000;0.000;0.000;0.000;0.000;0.000
2017101200;0.000;0.000;0.000;0.000;0.000;0.000
2017101201;0.000;0.000;0.000;0.000;0.000;0.000
2017101202;0.000;0.000;0.000;0.000;0.000;0.000
2017101203;0.000;0.000;0.000;0.000;0.000;0.000
2017101204;0.000;0.000;0.000;0.000;0.000;0.000
2017101205;0.000;0.000;0.000;0.000;0.000;0.000
2017101206;0.000;0.000;0.000;0.000;0.000;0.000
2017101207;0.000;0.000;0.000;0.000;0.000;0.000
2017101208;0.000;0.000;0.000;0.000;0.000;0.000
2017101209;0.000;0.000;1.000;0.000;0.000;0.000
2017101210;2.000;0.000;0.000;0.000;0.000;0.000
2017101211;1.000;0.000;3.000;2.000;0.000;0.000
2017101212;3.000;1.000;0.000;3.000;0.000;0.000
2017101213;2.000;2.000;1.000;0.000;0.000;0.000
2017101214;0.000;1.000;0.000;0.000;0.000;0.000
2017101215;2.000;15.000;1.000;1.000;0.000;0.000
2017101216;0.000;1.000;0.000;0.000;0.000;0.000
2017101217;0.000;0.000;1.000;0.000;0.000;0.000
2017101218;0.000;1.000;1.000;2.000;0.000;0.000
2017101219;0.000;0.000;0.000;0.000;0.000;0.000
2017101220;0.000;0.000;0.000;0.000;0.000;0.000
2017101221;0.000;0.000;0.000;0.000;0.000;0.000
2017101222;0.000;0.000;0.000;0.000;0.000;0.000
2017101223;0.000;0.000;0.000;0.000;0.000;0.000
2017101300;0.000;0.000;0.000;0.000;0.000;0.000
2017101301;0.000;0.000;0.000;0.000;0.000;0.000
2017101302;0.000;0.000;0.000;0.000;0.000;0.000
2017101303;0.000;0.000;0.000;0.000;0.000;0.000
2017101304;0.000;0.000;0.000;0.000;0.000;0.000
2017101305;0.000;0.000;0.000;0.000;0.000;0.000
2017101306;0.000;0.000;0.000;0.000;0.000;0.000
2017101307;0.000;0.000;0.000;0.000;0.000;0.000
2017101308;1.000;0.000;0.000;0.000;0.000;0.000
2017101309;3.000;2.000;0.000;0.000;0.000;1.000
2017101310;1.000;0.000;1.000;0.000;0.000;0.000
2017101311;5.000;0.000;0.000;1.000;0.000;0.000
2017101312;5.000;0.000;1.000;2.000;0.000;0.000
2017101313;2.000;1.000;0.000;0.000;0.000;0.000
2017101314;0.000;1.000;4.000;1.000;0.000;0.000
2017101315;0.000;2.000;0.000;1.000;0.000;0.000
2017101316;1.000;1.000;0.000;0.000;0.000;0.000
2017101317;1.000;1.000;0.000;0.000;0.000;0.000
2017101318;0.000;0.000;0.000;0.000;0.000;0.000
2017101319;0.000;0.000;0.000;0.000;0.000;0.000
2017101320;0.000;0.000;0.000;0.000;0.000;0.000
2017101321;0.000;0.000;0.000;0.000;0.000;0.000
2017101322;0.000;0.000;0.000;0.000;0.000;0.000
2017101323;0.000;0.000;0.000;0.000;0.000;0.000
2017101400;0.000;0.000;0.000;0.000;0.000;0.000
2017101401;0.000;0.000;0.000;0.000;0.000;0.000
2017101402;0.000;0.000;0.000;0.000;0.000;0.000
2017101403;0.000;0.000;0.000;0.000;0.000;0.000
2017101404;0.000;0.000;0.000;0.000;0.000;0.000
2017101405;0.000;0.000;0.000;0.000;0.000;0.000
2017101406;0.000;0.000;0.000;0.000;0.000;0.000
2017101407;0.000;0.000;0.000;0.000;0.000;0.000
2017101408;1.000;0.000;0.000;0.000;0.000;0.000
2017101409;0.000;0.000;0.000;0.000;0.000;0.000
2017101410;3.000;1.000;1.000;1.000;0.000;0.000
2017101411;5.000;4.000;3.000;7.000;0.000;0.000
2017101412;3.000;2.000;3.000;3.000;0.000;0.000
2017101413;4.000;0.000;1.000;0.000;0.000;0.000
2017101414;2.000;2.000;5.000;0.000;0.000;0.000
2017101415;0.000;2.000;0.000;1.000;0.000;0.000
2017101416;1.000;9.000;2.000;2.000;0.000;0.000
2017101417;1.000;3.000;0.000;0.000;0.000;0.000
2017101418;0.000;1.000;0.000;1.000;0.000;0.000
2017101419;0.000;0.000;0.000;0.000;0.000;0.000
2017101420;0.000;0.000;0.000;0.000;0.000;0.000
2017101421;0.000;0.000;0.000;0.000;0.000;0.000
2017101422;0.000;0.000;0.000;0.000;0.000;0.000
2017101423;0.000;0.000;0.000;0.000;0.000;0.000
2017101500;0.000;0.000;0.000;0.000;0.000;0.000
2017101501;0.000;0.000;0.000;0.000;0.000;0.000
2017101502;0.000;0.000;0.000;0.000;0.000;0.000
2017101503;0.000;0.000;0.000;0.000;0.000;0.000
2017101504;0.000;0.000;0.000;0.000;0.000;0.000
2017101505;0.000;0.000;0.000;0.000;0.000;0.000
2017101506;0.000;0.000;0.000;0.000;0.000;0.000
2017101507;0.000;0.000;0.000;0.000;0.000;0.000
2017101508;0.000;0.000;0.000;0.000;0.000;0.000
2017101509;1.000;0.000;0.000;0.000;0.000;0.000
2017101510;5.000;0.000;0.000;0.000;0.000;0.000
2017101511;20.000;0.000;4.000;0.000;0.000;0.000
2017101512;8.000;1.000;3.000;0.000;0.000;0.000
2017101513;15.000;10.000;2.000;1.000;0.000;0.000
2017101514;3.000;8.000;4.000;1.000;0.000;0.000
2017101515;8.000;12.000;1.000;1.000;0.000;0.000
2017101516;1.000;12.000;1.000;3.000;0.000;0.000
2017101517;1.000;1.000;0.000;0.000;0.000;0.000
2017101518;0.000;1.000;0.000;1.000;0.000;0.000
2017101519;0.000;0.000;0.000;0.000;0.000;0.000
2017101520;0.000;0.000;0.000;0.000;0.000;0.000
2017101521;0.000;0.000;0.000;0.000;0.000;0.000
2017101522;0.000;0.000;0.000;0.000;0.000;0.000
2017101523;0.000;0.000;0.000;0.000;0.000;0.000
2017101600;0.000;0.000;0.000;0.000;0.000;0.000
2017101601;0.000;0.000;0.000;0.000;0.000;0.000
2017101602;0.000;0.000;0.000;0.000;0.000;0.000
2017101603;0.000;0.000;0.000;0.000;0.000;0.000
2017101604;0.000;0.000;0.000;0.000;0.000;0.000
2017101605;0.000;0.000;0.000;0.000;0.000;0.000
2017101606;0.000;0.000;0.000;0.000;0.000;0.000
2017101607;0.000;0.000;0.000;0.000;0.000;0.000
2017101608;0.000;0.000;0.000;0.000;0.000;0.000
2017101609;0.000;0.000;0.000;0.000;0.000;0.000
2017101610;1.000;0.000;1.000;1.000;0.000;0.000
2017101611;3.000;0.000;0.000;0.000;0.000;0.000
2017101612;4.000;0.000;0.000;1.000;0.000;0.000
2017101613;2.000;0.000;0.000;3.000;0.000;0.000
2017101614;0.000;5.000;1.000;0.000;0.000;0.000
2017101615;2.000;2.000;4.000;1.000;2.000;0.000
2017101616;2.000;2.000;1.000;0.000;0.000;0.000
2017101617;0.000;0.000;0.000;1.000;0.000;0.000
2017101618;0.000;2.000;0.000;0.000;0.000;0.000
2017101619;0.000;0.000;0.000;0.000;0.000;0.000
2017101620;0.000;0.000;0.000;0.000;0.000;0.000
2017101621;0.000;0.000;0.000;0.000;0.000;0.000
2017101622;0.000;0.000;0.000;0.000;0.000;0.000
2017101623;0.000;0.000;0.000;0.000;0.000;0.000
2017101700;0.000;0.000;0.000;0.000;0.000;0.000
2017101701;0.000;0.000;0.000;0.000;0.000;0.000
2017101702;0.000;0.000;0.000;0.000;0.000;0.000
2017101703;0.000;0.000;0.000;0.000;0.000;0.000
2017101704;0.000;0.000;0.000;0.000;0.000;0.000
2017101705;0.000;0.000;0.000;0.000;0.000;0.000
2017101706;0.000;0.000;0.000;0.000;0.000;0.000
2017101707;0.000;0.000;0.000;0.000;0.000;0.000
2017101708;3.000;0.000;2.000;0.000;0.000;0.000
2017101709;2.000;0.000;0.000;0.000;0.000;0.000
2017101710;1.000;1.000;6.000;0.000;0.000;0.000
2017101711;2.000;2.000;0.000;1.000;0.000;0.000
2017101712;1.000;0.000;0.000;0.000;0.000;0.000
2017101713;1.000;1.000;0.000;0.000;0.000;0.000
2017101714;1.000;2.000;3.000;1.000;0.000;0.000
2017101715;1.000;1.000;3.000;0.000;0.000;0.000
2017101716;2.000;2.000;1.000;3.000;0.000;0.000
2017101717;1.000;2.000;2.000;0.000;0.000;0.000
2017101718;0.000;0.000;1.000;0.000;0.000;0.000
2017101719;0.000;0.000;0.000;0.000;0.000;0.000
2017101720;0.000;0.000;0.000;0.000;0.000;0.000
2017101721;0.000;0.000;0.000;0.000;0.000;0.000
2017101722;0.000;0.000;0.000;0.000;0.000;0.000
2017101723;0.000;0.000;0.000;0.000;0.000;0.000
2017101800;0.000;0.000;0.000;0.000;0.000;0.000
2017101801;0.000;0.000;0.000;0.000;0.000;0.000
2017101802;0.000;0.000;0.000;0.000;0.000;0.000
2017101803;0.000;0.000;0.000;0.000;0.000;0.000
2017101804;0.000;0.000;0.000;0.000;0.000;0.000
