stn;time;tre200nx;tre200jx;rre150n0;rre150j0;sremaxdv
WAE;20191209;5.2;9.5;5.3;9.7;10
WAE;20191210;0.1;4.6;0.0;0.0;82
WAE;20191211;2.5;4.4;6.0;0.2;0
WAE;20191212;2.3;4.3;0.0;1.1;29
WAE;20191213;5.5;5.7;0.2;7.0;1
WAE;20191214;10.1;9.5;0.0;1.4;15
WAE;20191215;7.7;13.5;0.0;0.0;34
WAE;20191216;9.5;8.5;0.0;0.0;24
WAE;20191217;9.0;17.8;0.0;0.0;13
WAE;20191218;7.0;11.5;0.0;0.0;42
WAE;20191219;8.2;8.5;0.0;0.0;49
WAE;20191220;8.7;18.4;8.8;0.0;0
WAE;20191221;5.7;7.5;2.4;1.2;9
WAE;20191222;6.7;7.7;1.5;3.3;0
WAE;20191223;6.2;6.5;0.6;7.2;0
WAE;20191224;9.2;8.4;1.2;10.2;0
WAE;20191225;5.3;8.6;0.0;0.5;0
WAE;20191226;4.6;4.6;6.7;0.2;2
WAE;20191227;5.9;5.6;1.8;7.9;0
WAE;20191228;2.8;4.8;0.0;0.0;0
WAE;20191229;0.4;1.4;0.0;0.0;42
WAE;20191230;0.3;0.4;0.0;0.0;0
WAE;20191231;0.5;1.0;0.0;0.0;2
WAE;20200101;0.0;0.3;0.0;0.0;0
WAE;20200102;-0.1;0.4;0.0;0.0;0
WAE;20200103;7.0;6.5;3.3;0.5;38
WAE;20200104;4.3;7.0;0.0;2.2;0
WAE;20200105;1.7;5.0;0.0;0.0;94
WAE;20200106;2.3;3.1;0.0;0.0;61
WAE;20200107;4.9;5.9;0.0;0.0;23
WAE;20200108;4.9;7.5;0.0;0.0;74
WAE;20200109;5.8;8.4;0.0;0.0;87
WAE;20200110;7.4;8.8;0.8;0.0;22
WAE;20200111;4.3;7.2;0.0;0.0;18
WAE;20200112;2.9;5.9;0.0;0.0;96
WAE;20200113;2.0;4.3;0.0;0.0;27
WAE;20200114;5.0;8.0;0.0;0.0;93
WAE;20200115;5.6;10.6;0.0;0.0;95
WAE;20200116;4.4;8.9;0.0;0.0;96
WAE;20200117;6.0;9.0;11.4;0.1;51
WAE;20200118;3.1;6.3;0.0;0.5;51
WAE;20200119;1.4;3.5;0.0;0.0;27
WAE;20200120;0.2;2.8;0.0;0.0;100
WAE;20200121;-0.7;1.1;0.0;0.0;48
WAE;20200122;-1.3;-0.9;0.0;0.0;0
WAE;20200123;-1.3;-1.1;0.0;0.0;0
WAE;20200124;1.1;1.3;0.0;0.0;7
WAE;20200125;0.7;1.6;0.0;0.0;0
WAE;20200126;4.9;5.0;0.1;0.0;11
WAE;20200127;7.1;8.3;6.1;0.0;51
WAE;20200128;4.4;7.7;8.3;9.7;0
WAE;20200129;5.4;5.1;0.0;6.2;0
WAE;20200130;7.7;7.5;5.1;0.9;61
WAE;20200131;10.1;12.3;0.0;0.0;44
WAE;20200201;12.4;12.6;1.3;0.0;35
WAE;20200202;14.9;13.9;9.7;3.6;0
WAE;20200203;17.4;14.6;6.5;2.7;0
WAE;20200204;2.8;5.2;0.0;6.9;8
WAE;20200205;1.7;5.2;0.0;0.0;44
WAE;20200206;1.4;4.8;0.0;0.0;97
WAE;20200207;2.0;5.8;0.0;0.0;98
WAE;20200208;4.8;7.7;0.0;0.0;79
WAE;20200209;15.4;10.6;0.2;0.0;82
WAE;20200210;12.1;15.5;12.5;0.8;7
WAE;20200211;5.1;7.0;5.9;4.6;0
WAE;20200212;6.0;6.7;0.0;1.4;14
WAE;20200213;8.6;7.8;14.9;2.8;14
WAE;20200214;7.3;9.7;0.0;0.0;10
WAE;20200215;6.8;10.5;0.0;0.0;89
WAE;20200216;11.3;13.7;0.0;0.0;7
WAE;20200217;7.2;14.5;4.2;11.8;31
WAE;20200218;6.7;9.2;0.0;0.0;53
WAE;20200219;4.7;7.5;0.0;2.2;9
WAE;20200220;8.9;10.0;2.4;0.0;70
WAE;20200221;4.5;7.9;0.0;0.0;43
WAE;20200222;10.8;12.7;0.0;0.0;94
WAE;20200223;16.3;16.3;0.0;0.5;1
WAE;20200224;12.8;18.0;0.0;0.0;73
WAE;20200225;8.9;12.5;18.7;0.0;13
WAE;20200226;2.0;3.7;0.3;2.5;7
WAE;20200227;6.0;4.8;0.7;5.1;20
WAE;20200228;6.6;6.9;0.0;0.0;77
WAE;20200229;11.5;14.1;28.9;0.0;27
WAE;20200301;9.5;12.8;1.4;0.0;76
WAE;20200302;5.6;7.8;16.5;0.3;0
WAE;20200303;4.7;7.5;1.3;0.0;39
WAE;20200304;5.3;7.8;0.0;0.0;44
WAE;20200305;8.0;7.7;3.2;10.0;0
WAE;20200306;4.8;7.1;3.9;1.3;2
WAE;20200307;4.0;6.7;0.0;0.5;7
WAE;20200308;6.8;9.2;4.4;0.0;70
WAE;20200309;3.6;8.3;0.0;7.4;12
WAE;20200310;7.9;4.1;2.4;7.0;0
WAE;20200311;13.1;15.2;0.0;0.1;0
WAE;20200312;14.3;16.1;5.4;0.0;35
WAE;20200313;5.4;9.9;0.0;0.9;30
WAE;20200314;7.4;9.0;0.0;0.0;18
WAE;20200315;9.2;13.6;0.0;0.0;97
WAE;20200316;11.9;16.2;0.0;0.0;96
WAE;20200317;12.8;16.9;0.0;0.0;88
WAE;20200318;13.5;18.3;0.0;0.0;96
WAE;20200319;14.1;18.1;0.0;0.0;95
WAE;20200320;14.7;17.7;1.1;0.0;36
WAE;20200321;5.3;11.2;0.0;0.0;16
WAE;20200322;4.8;7.1;0.0;0.0;10
WAE;20200323;4.0;7.5;0.0;0.0;66
WAE;20200324;4.2;8.7;0.0;0.0;98
WAE;20200325;4.8;6.4;0.0;0.0;64
WAE;20200326;3.1;6.4;0.0;0.0;42
WAE;20200327;8.7;11.8;0.0;0.0;73
WAE;20200328;11.8;15.2;0.0;0.0;89
WAE;20200329;2.5;9.1;3.2;3.3;20
WAE;20200330;2.5;3.1;0.0;0.0;0
WAE;20200331;4.2;8.4;0.0;0.0;98
WAE;20200401;6.8;10.6;0.0;0.0;98
WAE;20200402;10.7;14.3;0.0;0.0;95
WAE;20200403;10.2;13.1;0.0;0.0;88
WAE;20200404;13.2;15.4;0.0;0.0;97
WAE;20200405;14.2;18.4;0.0;0.0;98
WAE;20200406;15.3;20.4;0.0;0.0;98
WAE;20200407;17.0;21.5;0.0;0.0;97
WAE;20200408;16.4;21.5;0.0;0.0;97
WAE;20200409;16.9;21.4;0.0;0.0;68
WAE;20200410;18.1;22.1;0.0;0.0;97
WAE;20200411;17.2;22.1;0.0;0.0;97
WAE;20200412;18.5;22.6;0.0;0.0;76
WAE;20200413;14.7;20.6;1.0;0.4;81
WAE;20200414;8.3;12.4;0.0;0.0;82
WAE;20200415;14.4;18.1;0.0;0.0;98
WAE;20200416;17.6;20.8;0.0;0.0;96
WAE;20200417;19.9;22.1;0.0;0.0;79
WAE;20200418;18.8;23.2;0.0;0.0;92
WAE;20200419;18.5;21.6;0.0;0.0;42
WAE;20200420;15.4;18.0;0.0;0.0;51
WAE;20200421;15.3;17.4;0.0;0.0;14
WAE;20200422;17.2;21.3;0.0;0.0;99
WAE;20200423;17.5;21.9;0.0;0.0;99
WAE;20200424;18.2;22.5;0.2;0.0;75
WAE;20200425;17.8;21.5;0.0;0.0;63
WAE;20200426;13.8;20.7;0.5;0.0;41
WAE;20200427;18.2;21.7;0.4;0.0;95
WAE;20200428;12.1;15.6;8.1;5.2;0
WAE;20200429;13.3;16.8;0.0;1.1;18
WAE;20200430;10.1;11.7;1.2;3.6;0
WAE;20200501;10.1;12.6;18.5;3.6;1
WAE;20200502;9.4;14.3;0.4;8.9;0
WAE;20200503;14.7;16.1;0.0;0.0;60
WAE;20200504;17.9;21.8;1.8;0.1;48
WAE;20200505;11.2;13.5;13.2;16.1;0
WAE;20200506;13.8;16.0;0.0;0.5;44
WAE;20200507;18.0;21.0;0.0;0.0;96
WAE;20200508;21.5;24.5;0.0;0.0;80
WAE;20200509;23.0;25.2;7.8;0.0;86
WAE;20200510;21.0;23.8;0.0;0.1;65
WAE;20200511;7.6;19.0;7.6;22.8;2
WAE;20200512;9.8;10.6;0.8;0.0;2
WAE;20200513;11.9;12.1;4.8;0.7;0
WAE;20200514;10.4;10.6;0.2;0.8;0
WAE;20200515;11.1;12.0;0.0;0.6;0
WAE;20200516;17.5;17.6;0.0;0.0;17
WAE;20200517;19.7;21.8;0.0;0.0;98
WAE;20200518;20.1;23.2;0.0;0.0;98
WAE;20200519;20.5;24.2;0.0;0.0;80
WAE;20200520;20.5;23.3;0.0;0.0;86
WAE;20200521;22.1;24.7;0.0;0.0;92
WAE;20200522;24.5;27.5;0.0;0.0;51
WAE;20200523;10.4;23.2;2.3;25.4;21
WAE;20200524;16.9;18.2;0.0;0.0;62
WAE;20200525;17.3;19.9;0.0;0.0;97
WAE;20200526;17.5;20.3;0.0;0.0;94
WAE;20200527;19.1;22.0;0.0;0.0;98
WAE;20200528;15.3;22.2;0.6;0.2;52
WAE;20200529;17.5;20.6;0.0;0.0;97
WAE;20200530;16.4;20.3;0.0;0.0;90
WAE;20200531;18.0;21.0;0.0;0.0;98
WAE;20200601;21.8;23.9;0.0;0.0;98
WAE;20200602;22.0;25.2;0.0;0.0;97
WAE;20200603;17.8;26.1;0.9;1.2;65
WAE;20200604;14.0;16.5;5.1;7.5;0
WAE;20200605;15.1;17.4;0.0;0.3;5
WAE;20200606;15.2;21.0;3.3;2.8;3
WAE;20200607;12.1;12.8;0.0;5.0;0
WAE;20200608;14.1;19.0;13.5;0.1;19
WAE;20200609;13.3;15.1;6.3;1.0;0
WAE;20200610;13.6;14.3;6.8;4.0;0
WAE;20200611;17.8;20.0;0.0;0.7;46
WAE;20200612;23.3;27.3;0.0;0.0;98
WAE;20200613;14.3;24.4;8.1;6.0;57
WAE;20200614;15.1;15.0;0.0;0.7;0
WAE;20200615;16.5;20.4;1.1;0.0;12
WAE;20200616;18.7;20.7;0.0;0.0;21
WAE;20200617;15.5;16.6;0.8;12.2;0
WAE;20200618;13.6;20.2;2.3;4.3;50
WAE;20200619;14.4;15.7;0.0;7.4;2
WAE;20200620;18.7;21.7;0.0;0.0;70
WAE;20200621;22.6;23.2;0.0;0.0;67
WAE;20200622;23.0;24.1;0.0;0.0;59
WAE;20200623;24.2;26.7;0.0;0.0;98
WAE;20200624;24.0;27.3;0.0;0.0;97
WAE;20200625;25.2;27.4;0.0;0.0;96
WAE;20200626;19.4;28.0;2.4;0.2;37
WAE;20200627;22.6;26.2;0.0;2.1;50
WAE;20200628;19.1;24.4;42.4;3.7;14
WAE;20200629;22.9;23.3;0.0;5.2;35
WAE;20200630;25.3;25.8;0.0;0.0;97
WAE;20200701;22.0;28.6;25.4;0.0;58
WAE;20200702;17.5;23.5;7.1;17.1;24
WAE;20200703;18.2;19.9;0.0;2.4;4
WAE;20200704;23.2;24.3;0.0;0.0;69
WAE;20200705;26.2;27.9;0.0;0.0;92
WAE;20200706;18.8;23.1;0.0;0.0;31
WAE;20200707;21.5;22.8;0.0;0.0;97
WAE;20200708;24.3;26.5;0.0;0.0;90
WAE;20200709;28.3;29.7;0.0;0.0;93
WAE;20200710;23.5;29.5;29.2;0.0;57
WAE;20200711;18.5;19.0;0.0;10.5;16
WAE;20200712;21.7;23.8;0.0;0.0;94
WAE;20200713;23.1;24.2;0.0;0.0;97
WAE;20200714;23.4;25.5;0.0;0.0;85
WAE;20200715;16.0;20.9;21.0;2.1;0
WAE;20200716;15.5;17.9;11.7;0.4;0
WAE;20200717;18.3;19.1;0.0;6.0;1
WAE;20200718;21.6;23.6;0.0;0.0;85
WAE;20200719;24.6;26.3;0.0;0.0;95
WAE;20200720;26.9;28.8;0.1;0.0;96
WAE;20200721;24.5;26.4;1.0;0.1;24
WAE;20200722;24.7;26.1;0.0;0.1;32
WAE;20200723;25.2;27.3;0.0;0.0;65
WAE;20200724;19.6;23.1;0.0;1.9;18
WAE;20200725;24.0;26.8;0.4;0.0;87
WAE;20200726;23.6;27.0;0.0;0.0;39
WAE;20200727;27.2;29.3;0.0;0.0;98
WAE;20200728;24.3;31.3;2.9;0.0;63
WAE;20200729;25.4;27.5;0.0;0.0;68
WAE;20200730;27.9;30.0;0.0;0.0;95
WAE;20200731;29.9;33.1;0.0;0.0;93
WAE;20200801;25.4;31.1;0.0;0.2;69
WAE;20200802;19.1;24.3;8.7;1.3;3
WAE;20200803;13.8;18.4;24.2;28.1;0
WAE;20200804;15.5;17.2;0.0;3.5;6
WAE;20200805;20.4;22.5;0.0;0.0;98
WAE;20200806;23.6;26.1;0.0;0.0;100
WAE;20200807;26.1;28.8;0.0;0.0;100
WAE;20200808;25.9;28.9;0.0;0.0;100
WAE;20200809;25.9;29.4;0.0;0.0;100
WAE;20200810;24.6;29.9;0.0;0.0;75
WAE;20200811;26.5;30.6;0.0;0.0;95
WAE;20200812;25.6;30.6;0.2;0.0;72
WAE;20200813;20.1;26.1;0.2;2.3;38
WAE;20200814;21.6;23.6;0.0;0.0;9
WAE;20200815;24.2;27.1;0.0;0.0;96
WAE;20200816;24.9;28.5;9.4;0.0;79
WAE;20200817;21.1;24.2;2.8;1.9;42
WAE;20200818;19.2;24.0;0.7;0.0;50
WAE;20200819;22.0;25.6;0.0;0.0;62
WAE;20200820;27.4;30.9;0.0;0.0;73
WAE;20200821;27.3;32.0;0.0;0.0;99
WAE;20200822;21.0;21.6;0.0;3.8;11
WAE;20200823;20.5;22.7;0.0;0.0;17
WAE;20200824;18.8;22.6;0.0;0.0;63
WAE;20200825;22.5;24.6;0.0;0.0;66
WAE;20200826;21.2;27.7;0.0;0.0;76
WAE;20200827;21.2;24.4;0.0;0.0;60
WAE;20200828;16.9;25.1;4.5;3.7;34
WAE;20200829;13.9;15.2;20.2;10.9;0
WAE;20200830;11.9;13.4;0.4;54.7;1
WAE;20200831;12.9;18.7;10.5;9.1;22
WAE;20200901;15.1;18.4;0.0;0.2;36
WAE;20200902;16.2;20.0;0.0;0.0;61
WAE;20200903;18.0;22.2;0.0;0.0;87
WAE;20200904;21.7;25.9;0.0;0.0;97
WAE;20200905;21.9;26.9;4.4;0.0;71
WAE;20200906;13.7;16.6;6.2;5.9;0
WAE;20200907;16.5;18.7;0.0;0.0;26
WAE;20200908;17.1;22.0;0.0;0.0;97
WAE;20200909;19.9;24.2;0.0;0.0;92
WAE;20200910;19.8;23.9;0.0;0.0;90
WAE;20200911;19.7;24.1;0.0;0.0;77
WAE;20200912;20.8;25.1;0.0;0.0;89
WAE;20200913;21.2;25.9;0.0;0.0;87
WAE;20200914;21.5;27.0;0.0;0.0;96
WAE;20200915;22.5;27.5;0.0;0.0;96
WAE;20200916;21.2;26.9;0.0;0.0;59
WAE;20200917;20.7;24.9;0.0;0.0;93
WAE;20200918;18.7;22.5;0.0;0.0;55
WAE;20200919;19.1;21.8;0.0;0.1;17
WAE;20200920;19.0;23.6;0.0;0.0;68
WAE;20200921;19.6;22.5;0.0;0.0;54
WAE;20200922;18.6;21.3;3.0;0.0;8
WAE;20200923;16.5;20.3;0.0;0.0;17
WAE;20200924;14.8;20.1;12.8;0.7;25
WAE;20200925;8.7;10.3;4.1;8.0;0
WAE;20200926;8.3;10.1;4.2;1.0;0
WAE;20200927;9.9;12.9;0.0;0.0;12
WAE;20200928;12.6;14.7;2.6;0.0;56
WAE;20200929;11.9;12.8;0.0;2.6;0
WAE;20200930;13.2;15.8;0.0;0.2;61
WAE;20201001;13.6;16.9;1.1;0.1;23
WAE;20201002;19.4;19.9;6.0;0.0;4
WAE;20201003;9.9;13.6;0.3;17.4;45
WAE;20201004;12.1;16.8;1.6;0.0;58
WAE;20201005;11.1;13.1;1.1;0.0;10
WAE;20201006;13.7;14.7;1.9;0.5;11
WAE;20201007;11.3;13.3;0.0;10.4;8
WAE;20201008;13.2;16.5;0.0;0.0;68
WAE;20201009;14.1;16.8;1.3;0.0;48
WAE;20201010;9.0;11.8;2.6;11.2;0
WAE;20201011;6.7;9.8;1.2;2.1;16
WAE;20201012;7.2;8.8;0.0;0.0;5
WAE;20201013;7.3;11.2;0.0;0.0;69
WAE;20201014;8.9;10.9;0.0;0.0;51
WAE;20201015;7.0;7.5;1.3;0.0;0
WAE;20201016;8.1;8.7;4.1;0.4;0
WAE;20201017;8.3;9.8;0.0;0.1;9
WAE;20201018;8.9;10.9;0.0;0.0;0
WAE;20201019;8.3;11.9;0.0;0.0;77
WAE;20201020;11.5;14.7;0.0;0.0;34
WAE;20201021;14.9;15.8;0.0;0.0;14
WAE;20201022;14.2;18.5;1.7;0.0;34
WAE;20201023;13.2;13.9;6.7;7.1;0
WAE;20201024;9.5;15.2;0.0;0.0;49
WAE;20201025;11.9;14.5;2.5;0.0;87
WAE;20201026;5.6;7.3;0.4;22.0;0
WAE;20201027;7.8;11.1;0.3;0.0;63
WAE;20201028;11.5;13.0;4.8;0.7;6
WAE;20201029;11.2;12.7;0.1;2.8;0
WAE;20201030;11.0;15.5;0.0;0.0;79
WAE;20201031;9.9;12.6;0.0;0.0;41
WAE;20201101;16.4;13.4;0.0;0.2;0
WAE;20201102;17.5;21.5;0.0;0.0;87
WAE;20201103;9.4;13.9;5.0;2.6;0
WAE;20201104;7.6;8.0;0.0;0.1;0
WAE;20201105;9.3;9.6;0.0;0.0;0
WAE;20201106;7.8;10.0;0.0;0.0;24
WAE;20201107;7.5;10.4;0.0;0.0;56
WAE;20201108;7.3;10.1;0.0;0.0;36
WAE;20201109;7.8;11.4;0.0;0.0;43
WAE;20201110;7.4;8.1;0.0;0.0;0
WAE;20201111;7.3;7.9;0.0;0.0;0
WAE;20201112;8.3;13.8;0.0;0.0;68
WAE;20201113;8.6;13.1;0.0;0.0;80
WAE;20201114;8.3;13.4;0.0;0.0;98
WAE;20201115;11.4;13.7;8.6;0.0;97
WAE;20201116;9.2;11.8;0.0;0.0;16
WAE;20201117;7.9;11.4;0.0;0.0;92
WAE;20201118;9.6;10.9;0.0;0.0;87
WAE;20201119;6.5;10.0;3.1;8.7;0
WAE;20201120;4.9;6.8;0.0;0.6;4
WAE;20201121;1.8;4.6;0.0;0.0;76
WAE;20201122;3.2;4.5;0.0;0.0;40
WAE;20201123;4.3;8.1;0.0;0.0;66
WAE;20201124;2.6;3.4;0.0;0.0;0
WAE;20201125;2.4;3.1;0.0;0.0;0
WAE;20201126;1.9;2.3;0.0;0.0;0
WAE;20201127;1.9;2.4;0.0;0.0;0
WAE;20201128;2.0;1.7;0.0;0.0;0
WAE;20201129;1.3;2.1;0.0;0.0;0
WAE;20201130;0.8;1.6;2.0;0.0;0
WAE;20201201;1.9;1.6;0.0;11.1;0
WAE;20201202;0.9;1.8;0.0;0.0;0
WAE;20201203;0.9;3.7;0.0;0.0;69
WAE;20201204;2.0;3.0;6.4;0.0;3
WAE;20201205;2.8;3.1;10.1;0.0;0
WAE;20201206;1.6;2.9;8.2;2.8;0
WAE;20201207;2.8;3.4;0.0;0.1;0
WAE;20201208;2.0;1.1;1.0;0.0;0
WAE;20201209;0.7;1.9;0.0;3.9;0
WAE;20201210;0.9;1.6;0.0;0.0;0
WAE;20201211;2.8;1.2;0.3;0.0;0
WAE;20201212;4.4;5.4;5.7;1.2;0
WAE;20201213;4.2;5.4;0.0;0.3;2
WAE;20201214;4.1;6.2;0.0;0.0;64
WAE;20201215;6.7;7.3;0.0;0.0;1
WAE;20201216;3.8;4.9;0.0;0.0;1
WAE;20201217;4.1;6.9;0.0;0.0;54
WAE;20201218;3.1;6.0;0.0;0.0;72
WAE;20201219;2.3;2.3;0.0;0.0;0
WAE;20201220;5.1;2.9;0.0;0.0;0
WAE;20201221;6.7;6.9;9.2;0.5;0
WAE;20201222;8.4;10.9;0.0;3.8;33
WAE;20201223;10.5;11.1;33.2;0.0;3
WAE;20201224;5.8;9.6;8.6;0.9;26
WAE;20201225;1.4;2.2;0.1;1.6;0
WAE;20201226;-2.6;1.4;0.0;0.0;87
WAE;20201227;2.8;-0.6;0.0;0.0;0
WAE;20201228;1.3;2.9;0.0;3.5;0
WAE;20201229;3.0;4.8;0.0;0.5;18
WAE;20201230;1.9;3.0;0.6;0.7;2
WAE;20201231;1.9;2.4;0.0;0.0;0
WAE;20210101;2.1;3.2;0.0;0.0;0
WAE;20210102;1.4;2.7;0.1;0.0;0
WAE;20210103;1.0;0.9;0.0;0.0;0
WAE;20210104;0.3;1.1;0.0;0.0;0
WAE;20210105;-0.4;0.0;0.5;0.0;0
WAE;20210106;0.0;0.0;0.3;0.4;0
WAE;20210107;0.2;1.0;1.4;0.0;9
WAE;20210108;-1.8;1.3;0.0;0.0;14
WAE;20210109;-0.7;-0.3;0.0;0.0;90
WAE;20210110;-2.3;-1.2;0.0;0.0;86
WAE;20210111;-1.1;-2.2;0.0;0.0;63
WAE;20210112;2.5;1.7;10.9;8.9;0
WAE;20210113;4.6;4.6;60.1;0.8;0
WAE;20210114;0.1;4.2;17.0;39.7;0
WAE;20210115;-2.3;-0.9;0.0;6.9;0
WAE;20210116;1.1;-2.4;2.1;0.0;14
WAE;20210117;2.0;2.2;0.2;5.1;0
WAE;20210118;-0.1;2.7;0.0;0.0;0
WAE;20210119;1.4;2.2;0.0;0.0;45
WAE;20210120;9.7;6.4;0.0;0.0;15
WAE;20210121;8.1;9.2;1.2;0.0;25
WAE;20210122;5.4;8.5;17.0;0.0;34
WAE;20210123;3.8;3.2;1.7;0.1;10
WAE;20210124;1.0;2.7;1.0;0.0;69
WAE;20210125;0.3;1.4;0.3;4.7;5
WAE;20210126;0.3;1.9;0.0;0.0;19
WAE;20210127;1.2;-0.2;6.5;7.3;0
WAE;20210128;9.9;10.1;6.2;13.3;0
WAE;20210129;6.8;9.1;8.7;14.2;3
WAE;20210130;4.3;5.4;3.4;10.4;0
WAE;20210131;5.3;5.6;1.0;1.7;0
WAE;20210201;7.3;6.0;2.3;7.8;0
WAE;20210202;8.2;8.8;2.0;0.4;0
WAE;20210203;11.0;9.3;0.0;18.3;0
WAE;20210204;6.8;8.6;0.0;0.0;3
WAE;20210205;8.8;12.0;0.0;0.0;64
WAE;20210206;6.2;7.3;0.0;0.0;0
WAE;20210207;2.7;7.8;0.8;7.0;0
WAE;20210208;1.4;6.6;3.4;0.0;44
WAE;20210209;0.7;0.9;0.6;1.3;0
WAE;20210210;-2.2;2.6;2.7;3.5;0
WAE;20210211;-5.0;-5.1;0.0;0.1;0
WAE;20210212;-5.0;-4.7;0.0;0.0;0
WAE;20210213;-5.5;-4.7;0.0;0.0;10
WAE;20210214;-4.3;-2.5;0.0;0.0;66
WAE;20210215;3.5;2.6;1.3;0.0;10
WAE;20210216;7.4;8.9;6.4;0.2;22
WAE;20210217;7.2;11.0;0.0;0.0;63
WAE;20210218;8.2;9.8;0.0;0.0;45
WAE;20210219;9.0;13.2;0.0;0.0;60
WAE;20210220;8.6;13.8;0.0;0.0;98
WAE;20210221;8.8;13.9;0.0;0.0;100
WAE;20210222;10.8;15.7;0.0;0.0;64
WAE;20210223;10.9;14.7;0.0;0.0;84
WAE;20210224;11.6;15.3;0.0;0.0;86
WAE;20210225;12.2;16.4;0.0;0.0;97
WAE;20210226;12.3;14.8;0.0;0.0;55
WAE;20210227;5.5;5.9;0.0;0.0;0
WAE;20210228;3.5;6.5;0.0;0.0;26
WAE;20210301;6.6;10.1;0.0;0.0;68
WAE;20210302;9.3;13.2;0.0;0.0;98
WAE;20210303;7.3;9.1;0.0;0.0;0
WAE;20210304;9.4;12.9;4.5;0.0;28
WAE;20210305;3.7;6.2;0.0;1.6;0
WAE;20210306;3.8;5.0;0.0;0.0;0
WAE;20210307;6.3;7.2;0.7;0.0;16
WAE;20210308;5.5;9.3;0.0;0.0;46
WAE;20210309;4.7;7.0;0.0;0.0;14
WAE;20210310;9.1;9.6;0.0;0.0;78
WAE;20210311;10.6;16.1;3.4;0.0;7
WAE;20210312;7.7;11.1;0.0;0.0;65
WAE;20210313;8.0;13.0;17.5;0.0;47
WAE;20210314;3.4;4.8;6.2;6.2;13
WAE;20210315;3.2;4.8;0.0;12.2;0
WAE;20210316;3.7;4.5;3.2;2.4;6
WAE;20210317;2.0;4.0;1.6;5.7;5
WAE;20210318;1.0;5.2;0.0;0.0;48
WAE;20210319;2.4;6.7;0.3;0.0;78
WAE;20210320;0.9;3.8;0.0;0.0;38
WAE;20210321;2.3;3.2;0.0;0.0;0
WAE;20210322;4.1;5.5;0.0;0.0;1
WAE;20210323;6.5;10.1;0.0;0.0;76
WAE;20210324;9.1;13.9;0.0;0.0;98
WAE;20210325;12.5;16.1;0.0;0.0;87
WAE;20210326;12.6;16.3;7.3;0.0;81
WAE;20210327;8.2;10.1;0.0;1.3;0
WAE;20210328;11.3;14.3;0.0;0.0;96
WAE;20210329;14.1;19.3;0.0;0.0;97
WAE;20210330;15.7;20.4;0.0;0.0;96
WAE;20210331;16.8;21.9;0.0;0.0;97
WAE;20210401;17.7;22.3;0.0;0.0;96
WAE;20210402;13.8;19.5;0.0;0.0;69
WAE;20210403;7.2;10.9;0.0;0.0;24
WAE;20210404;9.1;12.8;0.0;0.0;99
WAE;20210405;10.3;16.6;7.3;0.0;37
WAE;20210406;0.4;3.8;2.8;0.3;37
WAE;20210407;2.5;3.2;0.0;0.0;18
WAE;20210408;6.5;9.3;0.0;0.0;97
WAE;20210409;13.1;15.9;0.0;0.0;67
WAE;20210410;13.8;16.5;0.0;0.0;45
WAE;20210411;11.8;19.7;7.3;0.0;58
WAE;20210412;3.3;4.6;0.0;7.4;3
WAE;20210413;3.3;6.9;0.0;0.2;40
WAE;20210414;5.4;8.6;0.0;0.0;50
WAE;20210415;5.5;8.4;0.0;0.0;43
WAE;20210416;6.9;10.5;0.0;0.0;77
WAE;20210417;7.2;9.9;0.0;0.0;48
WAE;20210418;7.8;9.7;0.0;0.0;14
WAE;20210419;10.1;13.3;0.0;0.0;50
WAE;20210420;12.1;16.0;0.0;0.0;91
WAE;20210421;13.0;17.4;4.2;0.4;78
WAE;20210422;11.6;16.3;0.0;0.0;77
WAE;20210423;13.8;18.0;0.0;0.0;99
WAE;20210424;16.0;20.3;0.0;0.0;98
WAE;20210425;15.1;19.0;0.0;0.0;93
WAE;20210426;13.8;17.5;0.0;0.0;67
WAE;20210427;15.9;18.4;0.0;0.0;84
WAE;20210428;15.3;19.4;3.6;0.1;27
WAE;20210429;10.9;14.4;1.5;3.2;0
WAE;20210430;7.3;15.9;5.9;0.2;38
WAE;20210501;7.4;8.6;13.4;5.8;0
WAE;20210502;6.4;9.5;1.1;4.4;9
WAE;20210503;11.9;13.9;0.0;0.0;90
WAE;20210504;16.0;17.5;4.9;0.0;36
WAE;20210505;8.8;11.8;0.0;7.2;7
WAE;20210506;12.0;10.6;2.8;12.2;1
WAE;20210507;8.7;13.2;0.0;4.0;27
WAE;20210508;17.6;19.4;0.0;0.0;84
WAE;20210509;22.2;27.1;0.0;0.0;96
WAE;20210510;15.3;22.9;0.0;0.0;27
WAE;20210511;10.6;16.5;5.7;2.7;3
WAE;20210512;12.0;15.6;0.0;0.6;12
WAE;20210513;11.4;13.5;0.0;3.4;7
WAE;20210514;11.2;18.0;0.0;0.0;77
WAE;20210515;9.1;14.2;6.9;5.5;21
WAE;20210516;11.4;12.2;4.9;7.0;3
WAE;20210517;12.9;16.1;2.8;0.4;32
WAE;20210518;13.1;14.8;7.2;3.6;28
WAE;20210519;8.0;13.3;3.4;6.2;11
WAE;20210520;13.2;14.9;0.1;0.3;37
WAE;20210521;9.9;12.3;18.4;8.1;0
WAE;20210522;14.6;17.4;11.5;0.0;49
WAE;20210523;14.7;16.1;0.0;0.0;52
WAE;20210524;12.6;14.5;0.5;0.7;0
WAE;20210525;13.7;15.8;0.0;0.4;62
WAE;20210526;12.4;16.8;9.2;0.0;12
