stn;time;tre200nx;tre200jx;rre150n0;rre150j0;sremaxdv
WAE;20221114;8.6;12.1;0.0;2.1;0
WAE;20221115;9.9;10.8;2.1;0.0;6
WAE;20221116;9.4;13.0;0.4;0.0;56
WAE;20221117;10.9;14.5;16.5;0.0;32
WAE;20221118;7.5;8.7;0.9;5.4;1
WAE;20221119;6.9;8.9;0.0;0.0;27
WAE;20221120;6.7;8.4;3.9;0.0;32
WAE;20221121;6.8;8.7;5.8;0.0;58
WAE;20221122;6.1;7.7;0.0;1.1;0
WAE;20221123;8.0;8.1;2.9;3.3;80
WAE;20221124;5.6;9.7;0.0;1.1;28
WAE;20221125;7.3;9.1;5.9;4.7;0
WAE;20221126;4.4;8.5;0.0;0.0;73
WAE;20221127;5.8;6.2;0.0;0.0;24
WAE;20221128;8.1;9.5;4.5;0.0;0
WAE;20221129;5.8;6.8;5.4;3.1;0
WAE;20221130;3.6;5.4;0.0;0.2;0
WAE;20221201;3.7;3.6;0.0;0.0;0
WAE;20221202;2.7;4.6;0.0;0.0;0
WAE;20221203;2.6;2.6;0.0;0.0;0
WAE;20221204;4.5;2.6;0.5;0.0;0
WAE;20221205;3.8;5.6;0.0;0.0;0
WAE;20221206;2.0;4.5;0.0;0.0;98
WAE;20221207;2.8;2.9;0.0;0.0;0
WAE;20221208;1.6;3.9;0.0;0.0;72
WAE;20221209;1.8;1.2;3.0;2.0;0
WAE;20221210;-0.3;1.0;1.6;4.6;0
WAE;20221211;-2.3;-1.6;0.0;0.0;20
WAE;20221212;-3.9;-3.4;0.0;0.0;11
WAE;20221213;-1.4;-3.9;0.0;0.9;0
WAE;20221214;3.5;3.0;0.1;0.8;14
WAE;20221215;2.2;3.2;2.9;0.1;0
WAE;20221216;-0.8;0.4;0.3;2.8;0
WAE;20221217;-0.5;-0.9;0.0;0.0;0
WAE;20221218;1.0;-1.6;0.0;0.0;0
WAE;20221219;4.3;3.8;0.0;0.0;17
WAE;20221220;7.3;7.9;0.4;0.0;13
WAE;20221221;7.4;8.3;0.1;1.5;0
WAE;20221222;10.4;13.1;2.6;0.1;29
WAE;20221223;13.9;14.0;16.6;12.1;0
WAE;20221224;7.5;8.6;1.2;8.6;0
WAE;20221225;6.9;8.2;0.0;0.0;40
WAE;20221226;10.6;10.4;4.6;13.4;6
WAE;20221227;4.0;6.9;0.0;2.3;3
WAE;20221228;6.6;8.2;0.0;0.0;75
WAE;20221229;9.4;10.4;13.8;0.1;5
WAE;20221230;10.9;8.4;0.1;0.8;35
WAE;20221231;11.2;14.1;0.0;0.0;45
WAE;20230101;11.3;14.6;0.0;0.0;92
WAE;20230102;11.3;14.7;0.6;0.0;9
WAE;20230103;6.2;7.5;0.0;3.5;0
WAE;20230104;11.3;9.5;3.7;0.0;0
WAE;20230105;9.4;11.7;0.0;0.1;1
WAE;20230106;7.5;8.7;0.0;0.0;0
WAE;20230107;6.2;6.9;0.0;0.0;56
WAE;20230108;6.4;7.3;15.3;0.1;0
WAE;20230109;4.1;7.9;7.6;4.2;15
WAE;20230110;4.1;6.5;0.0;0.0;47
WAE;20230111;7.4;7.5;0.4;6.1;0
WAE;20230112;7.0;8.1;0.0;0.0;1
WAE;20230113;7.1;8.7;0.9;2.0;13
WAE;20230114;9.5;8.9;1.6;0.0;10
WAE;20230115;2.2;8.5;0.0;9.5;0
WAE;20230116;5.4;6.6;1.6;0.0;4
WAE;20230117;1.8;2.5;0.0;0.3;0
WAE;20230118;-0.9;1.1;1.3;6.0;0
WAE;20230119;-3.7;0.1;0.0;0.0;81
WAE;20230120;-3.3;-1.0;0.0;0.0;35
WAE;20230121;-1.7;-0.9;0.0;0.0;0
WAE;20230122;-0.7;-0.1;0.0;0.0;1
WAE;20230123;-0.2;-0.2;0.0;0.0;0
WAE;20230124;0.0;1.7;0.0;0.0;60
WAE;20230125;0.7;1.0;0.0;0.0;0
WAE;20230126;-0.3;0.2;0.0;0.0;0
WAE;20230127;-0.2;0.2;0.0;0.0;0
WAE;20230128;0.4;0.6;0.0;0.0;0
WAE;20230129;-0.1;0.6;0.0;0.0;6
WAE;20230130;2.4;4.4;0.0;0.0;49
WAE;20230131;3.9;5.5;0.0;0.0;33
WAE;20230201;4.9;7.1;0.2;0.0;14
WAE;20230202;5.9;6.9;0.0;0.0;0
WAE;20230203;6.0;8.0;1.4;0.0;36
WAE;20230204;4.0;5.8;0.0;0.8;0
WAE;20230205;2.1;4.2;1.0;5.0;0
WAE;20230206;0.6;4.3;0.0;0.0;19
WAE;20230207;-0.6;2.5;0.0;0.0;100
WAE;20230208;-2.0;-1.0;0.0;0.0;0
WAE;20230209;0.5;4.3;0.0;0.0;100
WAE;20230210;1.0;5.0;0.0;0.0;100
WAE;20230211;2.4;5.8;0.0;0.0;79
WAE;20230212;4.1;8.5;0.0;0.0;100
WAE;20230213;2.6;4.9;0.0;0.0;36
WAE;20230214;1.4;2.7;0.0;0.0;23
WAE;20230215;4.2;6.0;0.0;0.0;39
WAE;20230216;8.8;12.0;0.0;0.0;82
WAE;20230217;11.5;11.1;0.0;0.1;0
WAE;20230218;10.7;15.2;0.0;0.0;74
WAE;20230219;8.6;11.3;0.0;0.0;2
WAE;20230220;8.7;12.9;0.0;0.0;99
WAE;20230221;9.0;13.5;0.0;0.0;95
WAE;20230222;10.8;12.9;1.1;0.0;67
WAE;20230223;8.6;13.5;0.0;0.0;61
WAE;20230224;10.1;14.1;20.7;0.0;77
WAE;20230225;3.0;4.2;0.1;1.0;0
WAE;20230226;0.1;0.1;0.0;0.0;1
WAE;20230227;-0.3;0.9;0.0;0.0;1
WAE;20230228;0.2;1.1;0.0;0.0;0
WAE;20230301;1.5;2.3;0.0;0.0;0
WAE;20230302;1.9;4.2;0.0;0.0;0
WAE;20230303;4.0;5.1;0.0;0.0;20
WAE;20230304;5.0;9.1;0.0;0.0;66
WAE;20230305;2.9;6.6;0.0;0.0;23
WAE;20230306;4.0;4.4;0.0;0.0;0
WAE;20230307;4.4;8.3;0.0;0.0;40
WAE;20230308;13.1;9.0;7.1;1.8;0
WAE;20230309;12.0;15.9;1.0;4.1;71
WAE;20230310;8.9;9.6;11.8;4.9;2
WAE;20230311;2.2;2.7;3.1;6.8;0
WAE;20230312;7.1;11.5;0.0;5.2;17
WAE;20230313;16.5;17.5;20.5;0.0;72
WAE;20230314;6.2;9.5;3.7;5.0;2
WAE;20230315;5.4;8.8;0.0;0.0;69
WAE;20230316;8.8;12.1;0.0;0.0;90
WAE;20230317;11.8;16.0;0.0;0.0;72
WAE;20230318;13.3;17.0;0.0;0.0;67
WAE;20230319;7.8;14.7;1.0;3.6;20
WAE;20230320;9.5;12.6;0.0;0.0;21
WAE;20230321;11.6;14.7;0.0;0.0;43
WAE;20230322;13.0;18.1;0.0;0.0;95
WAE;20230323;14.5;17.2;0.7;0.0;0
WAE;20230324;10.3;12.7;11.0;11.9;0
WAE;20230325;9.6;10.9;0.0;1.9;16
WAE;20230326;6.5;12.3;5.5;7.4;9
WAE;20230327;4.4;6.9;0.2;0.0;10
WAE;20230328;7.5;9.4;0.0;0.0;75
WAE;20230329;12.6;12.9;0.2;0.1;6
WAE;20230330;13.5;15.3;0.0;3.5;12
WAE;20230331;11.1;16.5;3.9;2.8;12
WAE;20230401;8.5;12.0;0.4;1.5;2
WAE;20230402;7.4;13.5;5.5;2.3;42
WAE;20230403;4.6;5.8;0.0;0.0;0
WAE;20230404;4.3;8.5;0.0;0.0;82
WAE;20230405;5.6;9.3;0.0;0.0;96
WAE;20230406;10.0;12.1;0.0;0.0;74
WAE;20230407;6.8;8.4;0.2;0.1;4
WAE;20230408;7.3;10.7;0.8;0.9;10
WAE;20230409;9.6;12.9;0.0;0.0;74
WAE;20230410;13.3;16.0;1.6;0.0;56
WAE;20230411;9.0;10.8;3.2;9.0;0
WAE;20230412;9.3;15.3;9.3;5.3;9
WAE;20230413;4.4;10.0;0.8;4.4;10
WAE;20230414;9.1;12.0;0.0;0.0;67
WAE;20230415;7.2;8.8;13.8;0.3;0
WAE;20230416;7.2;7.8;7.9;6.9;0
WAE;20230417;10.6;13.2;0.5;0.1;21
WAE;20230418;12.2;16.3;0.0;0.0;63
WAE;20230419;10.9;12.3;2.3;0.0;0
WAE;20230420;5.4;6.1;0.0;7.3;0
WAE;20230421;11.3;13.0;0.0;0.0;19
WAE;20230422;14.8;18.8;1.9;0.0;47
WAE;20230423;12.3;17.3;7.8;5.7;26
WAE;20230424;10.9;13.7;0.0;1.7;21
WAE;20230425;6.9;11.2;0.0;12.3;14
WAE;20230426;11.9;13.5;0.4;0.0;29
WAE;20230427;15.4;18.3;4.4;0.0;46
WAE;20230428;13.6;12.8;11.5;18.2;0
WAE;20230429;16.7;19.9;0.5;0.0;45
WAE;20230430;14.8;15.9;6.0;0.0;0
WAE;20230501;11.1;13.4;1.8;1.4;0
WAE;20230502;12.7;15.3;2.9;0.0;22
WAE;20230503;15.5;18.8;0.0;0.0;88
WAE;20230504;20.6;22.4;0.0;0.0;90
WAE;20230505;15.6;23.3;3.5;4.5;59
WAE;20230506;18.2;21.7;0.6;0.2;55
WAE;20230507;13.1;21.3;7.1;8.8;27
WAE;20230508;15.0;17.8;0.0;1.9;6
WAE;20230509;14.1;20.1;22.9;5.3;24
WAE;20230510;11.0;12.0;9.2;11.4;0
WAE;20230511;10.9;13.4;5.1;0.9;0
WAE;20230512;14.8;17.3;0.5;0.0;39
WAE;20230513;12.6;15.5;0.0;2.4;6
WAE;20230514;11.0;14.2;7.1;10.7;2
WAE;20230515;12.0;16.6;0.0;5.9;24
WAE;20230516;9.9;12.6;3.9;4.2;0
WAE;20230517;11.3;11.5;0.0;0.0;0
WAE;20230518;12.5;13.2;0.0;0.0;8
WAE;20230519;12.8;13.6;0.0;0.0;0
WAE;20230520;14.8;17.3;0.0;0.6;12
WAE;20230521;21.2;23.7;0.0;0.0;44
WAE;20230522;21.1;25.8;0.0;0.0;71
WAE;20230523;17.8;21.5;1.0;0.0;23
WAE;20230524;12.9;13.5;1.9;0.0;0
WAE;20230525;17.6;19.2;0.0;0.0;13
WAE;20230526;21.0;24.3;0.0;0.0;86
WAE;20230527;20.9;24.1;0.0;0.0;94
WAE;20230528;21.2;24.5;0.0;0.0;93
WAE;20230529;21.5;24.7;0.0;0.0;93
WAE;20230530;21.7;25.0;0.0;0.0;81
WAE;20230531;21.7;25.2;0.0;0.0;91
WAE;20230601;23.3;25.4;0.0;0.0;87
WAE;20230602;22.9;26.3;0.0;0.0;96
WAE;20230603;20.9;26.0;0.0;0.0;88
WAE;20230604;21.7;25.2;0.0;0.0;74
WAE;20230605;22.1;24.8;0.0;0.0;87
WAE;20230606;22.2;25.0;0.0;0.0;95
WAE;20230607;23.7;26.4;0.0;0.0;89
WAE;20230608;18.8;26.7;0.3;1.1;68
WAE;20230609;23.9;27.6;0.0;0.0;82
WAE;20230610;24.5;26.9;0.0;0.0;91
WAE;20230611;24.2;26.9;0.0;0.0;92
WAE;20230612;24.3;26.8;0.0;0.0;97
WAE;20230613;22.6;25.4;0.0;0.0;97
WAE;20230614;22.8;26.2;0.0;0.0;95
WAE;20230615;23.0;25.5;3.2;0.0;66
WAE;20230616;23.1;25.9;0.0;0.0;68
WAE;20230617;24.1;27.1;0.0;0.0;81
WAE;20230618;25.8;29.8;1.8;0.0;73
WAE;20230619;21.7;29.6;1.7;5.2;57
WAE;20230620;27.5;30.3;0.0;0.0;60
WAE;20230621;25.0;26.8;0.0;0.0;35
WAE;20230622;20.1;28.3;10.5;2.9;26
WAE;20230623;22.4;24.1;0.0;0.0;32
WAE;20230624;23.5;26.3;0.0;0.0;97
WAE;20230625;27.5;28.9;0.0;0.0;98
WAE;20230626;25.4;29.8;0.0;0.0;73
WAE;20230627;22.7;24.6;0.0;0.0;51
WAE;20230628;23.7;25.1;0.0;0.0;54
WAE;20230629;20.7;27.4;0.3;0.5;55
WAE;20230630;17.0;21.3;0.4;3.9;1
WAE;20230701;19.0;23.1;5.8;0.0;30
WAE;20230702;20.6;22.9;0.0;1.0;13
WAE;20230703;22.3;24.1;0.0;0.1;29
WAE;20230704;23.1;25.6;3.7;0.0;48
WAE;20230705;19.3;20.7;0.5;3.0;9
WAE;20230706;23.4;24.7;0.0;0.0;60
WAE;20230707;27.6;30.0;0.0;0.0;88
WAE;20230708;27.2;29.4;0.0;0.0;36
WAE;20230709;31.4;34.0;1.3;0.0;81
WAE;20230710;28.5;30.5;0.0;1.6;63
WAE;20230711;31.8;34.8;24.2;0.0;85
WAE;20230712;19.8;23.7;7.6;33.2;17
WAE;20230713;22.0;23.6;0.0;1.8;19
WAE;20230714;26.2;27.8;0.0;0.0;97
WAE;20230715;28.6;33.2;10.9;0.0;82
WAE;20230716;23.1;23.7;5.6;0.0;23
WAE;20230717;24.3;26.4;0.0;0.0;48
WAE;20230718;24.9;27.3;0.0;0.5;62
WAE;20230719;25.3;27.7;0.0;0.0;20
WAE;20230720;24.2;25.7;1.1;0.0;68
WAE;20230721;17.4;23.1;1.2;9.7;8
WAE;20230722;23.6;25.4;0.0;0.0;65
WAE;20230723;25.8;29.2;2.2;0.0;73
WAE;20230724;19.0;23.3;38.3;4.8;13
WAE;20230725;13.9;21.8;10.0;3.7;28
WAE;20230726;17.2;18.3;0.0;2.3;16
WAE;20230727;20.9;22.4;0.7;0.0;30
WAE;20230728;19.6;27.7;3.0;1.7;39
WAE;20230729;19.0;25.9;1.0;9.0;25
WAE;20230730;21.0;23.8;0.0;0.0;38
WAE;20230731;22.8;24.2;0.6;0.0;50
WAE;20230801;17.6;18.9;0.4;15.3;2
WAE;20230802;25.9;27.3;6.6;1.6;46
WAE;20230803;21.6;23.5;0.0;0.0;56
WAE;20230804;15.3;20.3;20.4;0.5;20
WAE;20230805;17.7;20.4;5.4;0.1;19
WAE;20230806;14.1;16.2;1.1;10.5;9
WAE;20230807;14.9;17.9;0.0;1.6;24
WAE;20230808;18.2;21.1;0.0;0.0;38
WAE;20230809;20.1;22.1;0.0;0.1;0
WAE;20230810;23.2;26.4;0.0;0.0;88
WAE;20230811;26.6;29.1;0.0;0.0;99
WAE;20230812;25.5;29.0;0.0;0.2;37
WAE;20230813;22.9;29.6;0.0;0.0;69
WAE;20230814;27.0;29.7;0.0;0.0;79
WAE;20230815;26.6;29.4;0.0;0.0;55
WAE;20230816;24.4;30.9;0.0;0.0;92
WAE;20230817;20.6;27.5;0.0;0.1;28
WAE;20230818;25.7;31.0;0.0;0.0;96
WAE;20230819;27.5;32.7;0.0;0.0;95
WAE;20230820;28.0;32.1;0.0;0.0;95
WAE;20230821;28.8;32.6;0.0;0.0;93
WAE;20230822;28.9;33.1;0.0;0.0;94
WAE;20230823;28.0;32.9;0.0;0.0;93
WAE;20230824;31.1;34.0;4.8;0.0;71
WAE;20230825;24.5;28.9;0.9;0.1;25
WAE;20230826;17.9;20.8;5.6;14.0;9
WAE;20230827;14.6;17.1;36.9;5.2;0
WAE;20230828;12.3;13.7;16.5;23.3;0
WAE;20230829;12.4;13.1;0.3;6.7;0
WAE;20230830;15.7;19.8;0.5;0.0;42
WAE;20230831;16.6;18.2;0.0;0.9;2
WAE;20230901;20.9;24.9;0.0;0.0;84
WAE;20230902;22.1;26.6;0.0;0.0;98
WAE;20230903;21.4;25.9;0.0;0.0;66
WAE;20230904;23.3;27.2;0.0;0.0;97
WAE;20230905;21.8;25.8;0.0;0.0;97
WAE;20230906;22.4;26.7;0.0;0.0;98
WAE;20230907;23.3;27.5;0.0;0.0;97
WAE;20230908;23.9;28.4;0.0;0.0;96
WAE;20230909;24.3;28.6;0.0;0.0;95
WAE;20230910;23.9;28.9;0.0;0.0;96
WAE;20230911;23.6;29.1;0.0;0.0;97
WAE;20230912;22.1;27.2;0.4;0.0;59
WAE;20230913;16.5;20.6;7.1;1.5;1
WAE;20230914;19.7;21.3;0.0;0.1;17
WAE;20230915;20.0;23.1;0.0;0.0;61
WAE;20230916;21.6;25.8;0.0;0.0;63
WAE;20230917;22.5;27.4;0.0;0.0;73
WAE;20230918;17.7;20.2;1.3;4.9;1
WAE;20230919;17.4;21.6;0.0;0.4;47
WAE;20230920;18.7;22.9;0.0;0.0;88
WAE;20230921;20.3;22.9;15.7;0.0;31
WAE;20230922;13.9;16.0;6.9;0.5;21
WAE;20230923;12.7;16.0;0.0;0.0;19
WAE;20230924;13.8;18.7;0.0;0.0;91
WAE;20230925;14.1;19.2;0.0;0.0;93
WAE;20230926;16.0;21.0;0.0;0.0;99
WAE;20230927;17.7;21.8;0.0;0.0;98
WAE;20230928;17.1;23.5;0.0;0.0;85
WAE;20230929;20.6;25.7;0.0;0.0;77
WAE;20230930;16.9;21.0;0.0;0.0;36
WAE;20231001;17.5;21.5;0.0;0.0;74
WAE;20231002;18.6;24.0;0.0;0.0;95
WAE;20231003;19.2;25.8;0.3;0.0;62
WAE;20231004;15.5;18.7;0.0;0.0;54
WAE;20231005;14.7;18.6;0.0;0.0;32
WAE;20231006;14.6;18.9;0.0;0.0;76
WAE;20231007;14.8;20.7;0.0;0.0;80
WAE;20231008;17.1;23.5;0.0;0.0;88
WAE;20231009;18.1;22.6;0.0;0.0;36
WAE;20231010;16.4;22.5;0.0;0.0;66
WAE;20231011;18.3;23.7;0.0;0.0;97
WAE;20231012;17.6;22.8;0.0;0.0;65
WAE;20231013;18.7;23.8;0.0;0.0;97
WAE;20231014;11.8;18.9;1.2;10.2;10
WAE;20231015;9.2;12.0;0.0;2.4;3
WAE;20231016;7.7;12.3;0.0;0.0;68
WAE;20231017;8.6;11.1;0.0;0.0;30
WAE;20231018;11.2;11.4;0.0;0.2;2
WAE;20231019;16.0;18.6;0.0;0.0;39
WAE;20231020;12.1;16.1;0.5;8.9;0
WAE;20231021;12.8;14.1;0.0;6.6;0
WAE;20231022;11.1;15.1;0.0;0.0;70
WAE;20231023;13.2;14.5;0.0;0.0;27
WAE;20231024;11.0;12.1;2.0;5.9;0
WAE;20231025;13.0;14.0;5.4;0.4;34
WAE;20231026;11.2;16.2;13.0;3.2;3
WAE;20231027;10.7;15.3;2.8;0.0;74
WAE;20231028;11.1;14.7;0.0;0.0;83
WAE;20231029;12.5;16.1;0.0;0.0;43
WAE;20231030;11.8;12.3;12.2;1.7;5
WAE;20231031;10.7;11.8;0.0;1.3;0
WAE;20231101;10.1;11.6;0.0;0.0;36
WAE;20231102;8.4;9.3;3.4;8.9;0
WAE;20231103;5.9;8.8;0.0;0.6;8
WAE;20231104;11.6;8.3;6.4;9.9;24
WAE;20231105;11.0;13.6;0.0;0.1;3
WAE;20231106;8.5;13.2;3.6;2.2;63
WAE;20231107;6.9;11.4;0.0;3.6;16
WAE;20231108;5.3;10.2;0.0;0.0;96
WAE;20231109;7.3;9.4;2.8;0.1;7
WAE;20231110;7.8;10.1;0.9;2.8;20
WAE;20231111;5.3;7.0;0.2;5.0;6
WAE;20231112;11.2;10.5;6.7;17.1;0
WAE;20231113;16.0;12.6;18.6;5.7;1
WAE;20231114;12.9;11.7;19.7;42.3;0
WAE;20231115;8.1;11.2;0.0;1.6;39
WAE;20231116;13.9;7.8;3.6;0.4;11
WAE;20231117;5.9;6.8;0.8;2.7;0
WAE;20231118;9.9;6.8;10.7;0.2;13
WAE;20231119;12.3;12.9;0.0;5.0;3
WAE;20231120;10.5;12.1;4.2;0.0;18
WAE;20231121;6.8;8.3;3.8;4.2;0
WAE;20231122;3.6;6.2;0.0;0.0;0
WAE;20231123;6.7;5.0;0.0;0.0;21
WAE;20231124;3.6;9.8;1.2;4.8;11
WAE;20231125;2.6;3.2;0.8;0.6;7
WAE;20231126;2.0;5.5;0.0;0.0;19
WAE;20231127;4.9;5.0;16.8;0.6;0
WAE;20231128;1.4;5.0;0.0;8.8;0
WAE;20231129;1.4;3.5;0.3;0.0;79
WAE;20231130;4.8;2.2;10.3;20.5;0
WAE;20231201;0.6;4.9;17.2;15.9;0
WAE;20231202;-1.7;0.1;0.1;6.8;0
WAE;20231203;-2.7;-1.6;0.0;0.0;91
WAE;20231204;2.6;-0.4;0.1;0.0;3
WAE;20231205;4.5;5.3;1.0;1.1;40
WAE;20231206;2.8;4.6;0.1;0.8;0
WAE;20231207;2.0;2.7;0.0;0.0;93
WAE;20231208;4.3;4.0;0.6;3.5;0
WAE;20231209;7.9;4.4;23.5;5.5;0
WAE;20231210;8.7;9.4;0.7;0.6;0
WAE;20231211;7.3;10.1;9.3;23.0;0
WAE;20231212;10.6;10.8;11.2;13.9;0
WAE;20231213;6.2;7.8;7.4;5.9;1
WAE;20231214;6.1;6.4;2.8;1.7;0
WAE;20231215;3.9;6.0;0.0;0.0;27
WAE;20231216;1.7;2.7;0.0;0.0;18
WAE;20231217;1.7;1.9;0.0;0.0;0
WAE;20231218;0.7;1.7;0.0;0.0;0
WAE;20231219;5.4;5.5;4.8;0.0;56
WAE;20231220;4.9;6.1;0.1;1.5;0
WAE;20231221;9.7;9.8;6.5;0.7;0
WAE;20231222;8.4;8.0;0.6;8.8;0
WAE;20231223;7.4;9.7;0.0;0.0;3
WAE;20231224;10.8;8.2;0.3;6.7;33
WAE;20231225;6.2;10.3;0.0;0.0;90
WAE;20231226;3.7;7.3;0.0;0.0;46
WAE;20231227;5.9;6.7;0.0;0.0;80
WAE;20231228;7.4;8.4;0.1;0.0;0
WAE;20231229;10.4;10.8;0.3;0.1;1
WAE;20231230;5.6;10.3;0.0;0.0;89
WAE;20231231;3.9;8.5;0.6;8.1;13

